Group,N,Reward_mean,Reward_std,Reward_CI,Cost_mean,Cost_std,Cost_CI
BC-Frontier,6,20.54052441451841,0.5400305646307356,0.4321144474251158,181.14,8.677612574896393,6.943536178057981
BC-Frontier_CVPO,6,2.8578734599077023,2.3095508981247503,1.8480256035614695,11.74,20.99171646149976,16.79687142424644
BC-Safe,6,12.466556347877457,0.7094013762413394,0.5676393222423475,32.806666666666665,11.00098662242013,8.802622604756936
BC-Safe_CVPO,6,8.332501382070584,5.405067690630475,4.324954903301049,21.136666666666667,20.725626327488072,16.583954973300084
CVPO,6,9.417529714715634,0.9745953749021723,0.7798387155676871,22.266666666666666,21.746395256838927,17.400740227217668
